perturbation,mean_average_precision,indices,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,-log10(p-value)
PHF23,1.0,"[148, 1097, 2814, 3615]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PIAS1,1.0,"[63, 2071, 2421, 3990]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PIGS,1.0,"[387, 1072, 3540, 4165]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PIM2,1.0,"[1009, 1253, 3924, 3971]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PKMYT1,1.0,"[1619, 2582, 2892, 2906]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PLA2G4A,1.0,"[253, 328, 1281, 2490]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PLEKHM2,1.0,"[2270, 2847, 2888, 3144]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PLGLB2,1.0,"[518, 1121, 2954, 3925]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PLOD3,1.0,"[427, 1546, 3145, 3730]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLA1,0.9583333333333333,"[150, 1226, 1470, 2578]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLA2,1.0,"[79, 334, 2662, 3280]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLE,1.0,"[656, 2131, 3261, 3275]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLE2,0.8100198412698413,"[22, 3270, 3468, 3591]",0.8095253048362464,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLE4,0.9523809523809524,"[2057, 2846, 3097, 3614]",0.9522569954680931,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR1B,1.0,"[345, 1541, 2579, 4002]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR1C,0.7236752136752137,"[2755, 2804, 3006, 3474]",0.722955913958568,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR1E,0.9050925925925926,"[137, 622, 1056, 3411]",0.9048455395787689,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2B,0.5232707667447191,"[945, 3347, 3801, 3991]",0.522029795180213,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2C,1.0,"[300, 442, 2991, 4054]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2D,1.0,"[2504, 3335, 3433, 3532]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2E,0.5297415951955218,"[232, 470, 1445, 2798]",0.5285174678133022,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2F,1.0,"[2439, 3039, 3444, 3933]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2H,0.8787878787878787,"[2024, 2645, 3108, 3940]",0.8784723521006006,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR2I,0.20632162375572466,"[1615, 1862, 2165, 2178]",0.20425560340795393,0.0007099929000709993,0.0007107028929710703,True,True,3.1483119167247104
POLR2M,1.0,"[164, 1909, 1965, 3979]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR3A,1.0,"[147, 374, 1614, 1673]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR3B,1.0,"[1367, 3099, 3142, 3677]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR3E,1.0,"[10, 2282, 2358, 2586]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POLR3F,0.46073375782616083,"[493, 2176, 3830, 4113]",0.45932999647578976,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POP4,1.0,"[367, 512, 2086, 3293]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
POU3F1,1.0,"[1115, 2102, 2595, 2864]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPAN,1.0,"[571, 867, 2711, 3858]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPAT,1.0,"[551, 608, 2047, 3384]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPCS,0.8218716289104638,"[1064, 1574, 2095, 3158]",0.8214079438080326,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPIA,1.0,"[1828, 1884, 2179, 2237]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPIAL4D,1.0,"[385, 1254, 1299, 1747]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPIE,1.0,"[23, 3014, 3870, 3908]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPP1CA,1.0,"[682, 1437, 1996, 2269]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPP1R2,1.0,"[2122, 2262, 3544, 3854]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPP1R15B,1.0,"[441, 834, 1639, 2480]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPP2CA,1.0,"[6, 101, 208, 1977]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPWD1,1.0,"[1808, 2341, 2810, 3734]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PPY,0.9240196078431372,"[532, 1617, 2055, 2383]",0.9238218236512956,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRAMEF6,1.0,"[1263, 1700, 2197, 3894]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRCC,1.0,"[179, 364, 2928, 2974]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRDM13,1.0,"[2648, 2969, 3000, 3655]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PREB,1.0,"[772, 1688, 2482, 2777]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRELID3B,0.9583333333333334,"[513, 755, 1284, 4040]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRIM1,1.0,"[1228, 3377, 3680, 3805]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRKACA,0.9791666666666666,"[426, 770, 2682, 4182]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRKRA,1.0,"[657, 1494, 3947, 4041]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRMT3,1.0,"[1517, 2230, 3075, 3333]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PROS1,1.0,"[238, 2791, 4153, 4184]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRPF4,1.0,"[547, 765, 2724, 3402]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRPF6,0.503294243032532,"[1108, 1651, 2760, 3516]",0.5020012706756364,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRPF39,1.0,"[1196, 3187, 3867, 4180]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRRC2A,1.0,"[1871, 1970, 2283, 4010]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PRSS3,0.8813725490196078,"[288, 1657, 2415, 2750]",0.881063750474926,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMB6,1.0,"[42, 159, 937, 1689]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMC2,1.0,"[172, 544, 3359, 3909]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMC6,1.0,"[1924, 2105, 2448, 3701]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMD2,1.0,"[704, 2425, 2727, 2758]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMD4,1.0,"[535, 1961, 1987, 3346]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMD11,0.8898809523809523,"[2134, 2857, 3709, 3963]",0.8895943020199653,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSMD14,1.0,"[18, 716, 1165, 3297]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSPC1,1.0,"[1376, 3045, 3194, 3578]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PSRC1,1.0,"[1553, 1934, 2517, 2762]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTDSS1,1.0,"[67, 407, 679, 2925]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTEN,1.0,"[633, 744, 1158, 1530]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTK2,1.0,"[545, 628, 1124, 3601]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTPMT1,1.0,"[1872, 3281, 3453, 3855]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTPRH,1.0,"[455, 673, 1565, 3514]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PTPRR,1.0,"[1080, 1506, 4079, 4123]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PUF60,1.0,"[533, 1788, 2855, 4175]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PUM1,1.0,"[1211, 3236, 3259, 3633]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PXN,1.0,"[806, 866, 2293, 4119]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
QARS,1.0,"[560, 2871, 3112, 3834]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
QTRT1,1.0,"[2795, 2901, 3900, 4122]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB4A,1.0,"[47, 1944, 2294, 3996]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB5C,1.0,"[538, 1203, 1796, 2145]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB6A,0.8064871794871795,"[915, 2887, 3534, 3906]",0.8059834471987608,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB7A,1.0,"[473, 1333, 3344, 3681]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB10,1.0,"[977, 1099, 1930, 3622]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB11A,1.0,"[645, 1442, 2371, 3972]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAB14,1.0,"[269, 720, 3217, 4025]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RABGGTA,1.0,"[1051, 2277, 2317, 2679]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RABGGTB,1.0,"[2168, 2988, 3504, 3550]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAC1,1.0,"[1187, 1936, 2070, 3434]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAC3,1.0,"[1873, 1880, 2116, 4168]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAD21,1.0,"[206, 357, 3162, 3626]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAE1,1.0,"[981, 1500, 2440, 4013]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAI14,1.0,"[570, 1929, 3291, 3691]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RANBP1,1.0,"[509, 1456, 3192, 4085]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RANGAP1,1.0,"[1341, 1897, 2234, 2564]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAP1GAP2,1.0,"[956, 2193, 3026, 3529]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RAPGEF1,1.0,"[256, 1130, 3336, 3561]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RARS,1.0,"[1497, 2138, 2146, 3253]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBBP8,1.0,"[235, 1908, 2320, 2639]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBFA,1.0,"[497, 2023, 3644, 3715]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM5,1.0,"[654, 669, 1138, 4102]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM10,1.0,"[1028, 1267, 1465, 3361]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM14,1.0,"[1242, 2203, 2773, 3637]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM22,0.7643145161290322,"[567, 2955, 3325, 4173]",0.763701004384318,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM26,1.0,"[27, 153, 2944, 3631]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM28,0.9006410256410255,"[51, 888, 3754, 3938]",0.9003823847747712,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBM42,1.0,"[1302, 1455, 1730, 2377]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBMXL1,1.0,"[209, 815, 1886, 3497]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RBPJ,0.9191666666666667,"[31, 1310, 1476, 1503]",0.918956249807088,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RCL1,1.0,"[403, 1189, 2614, 3832]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
REST,1.0,"[111, 220, 1406, 2446]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
REV3L,1.0,"[844, 1172, 2456, 3586]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RFWD3,0.9791666666666666,"[295, 2213, 2589, 2790]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RGP1,1.0,"[298, 2570, 2890, 3738]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RGPD8,0.857936507936508,"[803, 1805, 3415, 4108]",0.8575667031464778,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RHOA,1.0,"[1, 226, 2311, 2553]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RHOF,1.0,"[2256, 2698, 3038, 3283]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RHOG,0.9345238095238095,"[1723, 1830, 2140, 2697]",0.9343533687686281,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RHOQ,0.6878198099415205,"[2192, 2491, 3530, 3774]",0.6870071751965955,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RICTOR,1.0,"[2837, 3123, 3683, 3919]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RIOK2,0.7737547892720307,"[87, 949, 3704, 3750]",0.7731658514567388,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RNF11,1.0,"[391, 668, 3443, 3525]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RNF20,1.0,"[554, 2533, 2789, 3576]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RNF41,1.0,"[539, 1492, 2910, 3546]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RNF146,1.0,"[1499, 2153, 3688, 4140]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPA2,1.0,"[349, 3107, 3386, 3629]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPF2,1.0,"[1013, 1702, 2863, 3890]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL5,1.0,"[2287, 2350, 3106, 3489]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL9,1.0,"[1052, 1163, 3186, 3590]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL15,0.8584415584415584,"[4, 2040, 2611, 3368]",0.8580730683460586,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL18,1.0,"[291, 886, 3462, 3549]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL23,0.890625,"[233, 983, 1557, 4158]",0.8903402864657763,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL26,1.0,"[1038, 1204, 3588, 4191]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL27A,1.0,"[757, 2494, 4005, 4200]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL30,1.0,"[57, 216, 3397, 3641]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL32,0.9583333333333333,"[618, 822, 1197, 1441]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL34,1.0,"[76, 3015, 3126, 3404]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL35,0.8,"[1271, 3178, 3642, 3999]",0.799479380965991,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL37A,1.0,"[670, 2543, 3535, 3574]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPL41,0.5102212723899667,"[400, 1721, 2781, 4142]",0.5089463317497342,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPLP1,0.6583994708994709,"[1030, 1637, 1787, 3759]",0.6575102522120844,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPLP2,0.735989010989011,"[705, 1159, 2751, 2757]",0.7353017652586777,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPRD1A,1.0,"[114, 471, 1409, 3118]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS3A,0.41839280310823507,"[1347, 1725, 3769, 4203]",0.4168788242231426,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS4X,0.19780750038013306,"[3257, 3910, 3968, 4089]",0.19571931695892614,0.0007199928000719992,0.0007199928000719992,True,True,3.142671846491836
RPS5,0.48834995698381367,"[419, 1435, 1632, 4042]",0.48701808322808493,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS6,1.0,"[537, 891, 3088, 3322]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS6KA4,1.0,"[1561, 1824, 2114, 2678]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS8,0.8347222222222221,"[293, 1900, 2607, 2696]",0.8342919884371731,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS9,1.0,"[2459, 2617, 2806, 3876]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS10,0.3450750680034735,"[1266, 1400, 3493, 3825]",0.34337023607625117,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS14,1.0,"[1230, 1649, 1667, 3446]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS16,1.0,"[321, 424, 1005, 2035]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS19BP1,0.8239087301587301,"[28, 1575, 1655, 2253]",0.8234503478247192,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS25,0.35578206437882115,"[609, 2236, 2977, 3241]",0.3541051037821492,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS27A,0.7674603174603174,"[989, 1538, 2124, 2801]",0.7668549945358545,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS28,0.7058531746031746,"[2038, 2546, 3878, 4097]",0.7050874824227,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPS29,0.7127976190476191,"[353, 1212, 1905, 1947]",0.7120500039169364,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPSA,0.34621387495177236,"[1434, 3282, 3851, 4120]",0.34451200744741683,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RPTOR,1.0,"[2080, 2405, 3285, 3899]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RRM1,1.0,"[1690, 2121, 3022, 3843]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RRN3,0.5002974445510568,"[536, 948, 2572, 3436]",0.49899667124250857,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RRP7A,1.0,"[629, 2467, 2515, 2756]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RRS1,0.6287187478422815,"[1384, 2257, 3304, 3831]",0.6277522674080616,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RSL24D1,1.0,"[1073, 2472, 2597, 3410]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RTTN,1.0,"[45, 823, 2388, 3218]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
RXRA,1.0,"[758, 769, 1259, 1692]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
S100B,0.7751401334955932,"[1180, 1710, 2671, 2746]",0.7745548018631585,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SACM1L,0.9791666666666666,"[336, 418, 1176, 3219]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SALL3,1.0,"[1863, 2483, 2643, 2853]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SAMM50,0.8305555555555555,"[103, 597, 899, 1151]",0.8301144755406311,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SARS,1.0,"[326, 2206, 3937]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCAF4,1.0,"[2130, 2247, 2384, 3747]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCAF8,1.0,"[347, 1117, 1143, 1935]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCAP,1.0,"[1398, 2021, 2566, 2959]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCN8A,1.0,"[322, 1082, 3032, 3777]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCN10A,1.0,"[237, 2800, 3143, 3903]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SCYL1,1.0,"[575, 1605, 1616, 2109]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SDC1,1.0,"[1408, 2199, 2356, 2968]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC16A,1.0,"[620, 3511, 3956, 4046]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC22A,1.0,"[522, 685, 3765, 3818]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC22C,1.0,"[746, 1257, 3836, 4001]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC23B,1.0,"[749, 2658, 2732, 3755]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC23IP,0.8214285714285715,"[167, 825, 1309, 3941]",0.8209637330053492,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC24A,1.0,"[3215, 3298, 3609, 3872]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC61A1,1.0,"[176, 912, 2187, 2672]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC61B,0.6559333689431284,"[583, 2372, 3552, 4193]",0.6550377307576506,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC61G,0.9791666666666666,"[596, 3237, 3762, 3905]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEC63,1.0,"[127, 222, 3049, 3865]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SEL1L,1.0,"[337, 879, 943, 1045]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SERINC3,1.0,"[920, 1968, 3061, 3587]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SETD1B,1.0,"[1556, 1915, 2734, 4026]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SF3B3,1.0,"[126, 534, 681, 1535]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SF3B5,1.0,"[1272, 1425, 2552, 3915]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SH3GL1,1.0,"[2477, 2562, 3084, 3122]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SH3KBP1,1.0,"[2151, 2895, 3019, 3883]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SIGLEC14,1.0,"[422, 1488, 2479, 2885]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SKA3,0.5464993249880853,"[902, 1363, 3594, 4161]",0.5453188195713496,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SKAP1,1.0,"[11, 961, 2398, 3027]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SKP2,1.0,"[132, 1999, 3213, 3848]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SLC2A1,1.0,"[1734, 2251, 3859, 4050]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SLC2A8,1.0,"[457, 800, 2265, 2410]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SLC4A1,1.0,"[1241, 2319, 2685, 4134]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SLC5A3,0.8838383838383838,"[693, 2065, 2702, 2720]",0.8835360040964089,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
SLC25A24,1.0,"[1567, 1679, 2953, 3424]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
