perturbation,mean_average_precision,indices,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,-log10(p-value)
CSNK2A3,1.0,"[478, 2037, 2148, 3140]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTDSP1,1.0,"[449, 1604, 2761, 3693]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTDSPL2,1.0,"[292, 986, 3209, 4031]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTPS2,1.0,"[128, 240, 1325, 4008]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTSG,1.0,"[1106, 2221, 2883, 3596]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTU1,0.923611111111111,"[1811, 2550, 3136, 3824]",0.9234122635633992,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CTU2,1.0,"[1818, 2497, 2559, 3539]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CUL1,1.0,"[2296, 3060, 3571, 4164]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CUL2,1.0,"[650, 667, 2276, 2314]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CYP2C18,1.0,"[1208, 1330, 2767, 3229]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CYP4V2,1.0,"[641, 2540, 2573, 3476]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
CYP26C1,1.0,"[723, 1548, 1976, 2423]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DAD1,1.0,"[1869, 2700, 3667, 4019]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DARS,1.0,"[327, 1491, 2629, 3732]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DCAF7,1.0,"[857, 2064, 2537, 4051]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DCAF11,1.0,"[689, 1087, 2921, 3957]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DCTN4,1.0,"[43, 95, 130, 2580]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DCTN5,1.0,"[2128, 2226, 2310, 3779]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDB1,1.0,"[1508, 2802, 2956, 3582]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDI2,1.0,"[942, 2634, 2689, 3842]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDOST,1.0,"[785, 1516, 1629, 3134]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDRGK1,1.0,"[74, 795, 1562, 2740]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDX18,1.0,"[17, 2004, 2549, 3735]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDX39B,1.0,"[1943, 2348, 2381, 2524]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDX46,1.0,"[1513, 1707, 2252, 4009]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDX47,0.9023809523809524,"[107, 1147, 3354, 3545]",0.9021268407095908,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DDX52,1.0,"[125, 1472, 3471, 3862]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DENR,1.0,"[32, 871, 1131, 3881]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DERL2,1.0,"[1220, 1269, 1927, 2793]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DGCR8,1.0,"[599, 947, 2681, 3171]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DGKD,1.0,"[1890, 1950, 3727, 3764]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DHDDS,1.0,"[1887, 1938, 2875, 2915]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DHRS9,1.0,"[1290, 3152, 3431, 3568]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DHX9,1.0,"[1206, 2770, 3423, 3840]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DHX30,0.878968253968254,"[1749, 2492, 2986, 3051]",0.8786531968147366,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DIS3L2,1.0,"[215, 1216, 2967, 4058]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DLD,1.0,"[276, 529, 1753, 2523]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DLG4,1.0,"[797, 1104, 1109, 1475]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DMRTC2,1.0,"[994, 2016, 2827, 3678]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DNAJA3,1.0,"[929, 1449, 3466, 4064]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DNAJC19,0.7566756272401434,"[1140, 1643, 3491, 4093]",0.7560422307406579,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DNASE1L1,1.0,"[2097, 2100, 3522, 3606]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DNMT1,1.0,"[49, 2665, 2775, 2902]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DPH2,0.8942307692307693,"[580, 1737, 1988, 3844]",0.8939554418570145,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DPH3,1.0,"[1481, 3407, 4157, 4195]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DRAP1,1.0,"[1036, 1731, 2272, 2913]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DUT,0.8194444444444444,"[515, 1417, 1658, 4188]",0.818974441149853,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNC1H1,0.6016203036725425,"[70, 2509, 2719, 3458]",0.6005832834091884,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNC1I2,1.0,"[156, 483, 1232, 3066]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNC1LI1,1.0,"[847, 1452, 2118, 3043]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNC1LI2,1.0,"[397, 908, 1122, 1829]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNLL1,1.0,"[626, 1504, 1543, 1708]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYNLL2,1.0,"[1246, 1505, 1544, 3786]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
DYRK1A,1.0,"[124, 3452, 3998, 4036]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EBF1,1.0,"[1525, 2987, 2998, 3816]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ECT2,0.4593767105811878,"[2369, 3394, 3823, 4091]",0.45796941670768776,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EFR3A,1.0,"[1054, 1190, 2190, 3125]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EFTUD2,1.0,"[698, 2159, 2495, 2718]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EGFL7,0.9523809523809524,"[1967, 2481, 2621, 2945]",0.9522569954680931,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF1AD,1.0,"[121, 1466, 1611, 1763]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2AK3,1.0,"[2218, 2297, 3031, 4023]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2B2,0.9444444444444444,"[2250, 2420, 2565, 2754]",0.9442998280461086,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2B3,1.0,"[223, 862, 1519, 3054]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2B4,0.7158169209742107,"[590, 917, 2013, 3062]",0.7150771653737902,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2B5,1.0,"[1659, 1767, 1800, 3526]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2S1,1.0,"[1502, 3176, 3272, 4090]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF2S2,0.5589361355490388,"[134, 1705, 2575, 3414]",0.557788004333805,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF3A,1.0,"[178, 2833, 3426, 4185]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF3B,1.0,"[139, 181, 968, 3488]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF3L,1.0,"[558, 1247, 2046, 4118]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF3M,0.9583333333333333,"[166, 2365, 3810, 3901]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF4A1,1.0,"[21, 149, 2011, 2774]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF4G1,1.0,"[264, 531, 541, 3898]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF5B,1.0,"[1775, 2699, 3307, 4106]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EIF6,1.0,"[601, 1802, 2843, 3531]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELAC2,1.0,"[1066, 3129, 3599, 4148]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELAVL1,1.0,"[3091, 3309, 3374, 4127]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELOC,0.9791666666666666,"[435, 565, 830, 3068]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELOVL1,1.0,"[50, 1250, 1410, 2877]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELP2,1.0,"[280, 1577, 3188, 3736]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ELP4,1.0,"[1520, 1576, 1581, 2558]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EMC1,0.9393939393939393,"[1480, 2576, 3174, 4066]",0.9392361760503003,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EMC2,1.0,"[790, 1167, 3682, 3893]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EMC3,1.0,"[86, 1296, 3017, 3406]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EPB41L2,1.0,"[131, 1912, 3258, 4176]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EPRS,1.0,"[258, 566, 850, 1955]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ERCC3,1.0,"[726, 809, 969, 1422]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ERCC6,0.8821428571428571,"[491, 2794, 2932, 2983]",0.8818360637835304,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ERN1,1.0,"[362, 1148, 1638, 2018]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ETHE1,1.0,"[875, 1393, 1570, 1603]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ETS1,1.0,"[2081, 2302, 2931, 2970]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOC4,1.0,"[80, 243, 3069, 4080]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOC5,1.0,"[1311, 2547, 3274, 4021]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOC7,1.0,"[155, 1372, 2667, 3949]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOSC3,1.0,"[438, 3675, 3784]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOSC5,1.0,"[1669, 2675, 3201, 3838]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOSC6,0.6683897624781603,"[2854, 2911, 3580, 3874]",0.6675265494705297,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
EXOSC8,1.0,"[373, 401, 576, 3248]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
F2,1.0,"[382, 2512, 2596, 2971]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FAM83H,1.0,"[530, 2613, 2815, 2908]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FANCC,1.0,"[2468, 3114, 3208, 4186]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FANCG,0.9523809523809524,"[2002, 2346, 2587, 3798]",0.9522569954680931,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FANCM,0.9209770114942529,"[30, 211, 828, 3699]",0.920771307134551,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FARSA,1.0,"[161, 2886, 2905, 3079]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FARSB,0.6071272764091785,"[959, 1946, 3078, 3744]",0.6061045913199568,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FAT1,1.0,"[272, 561, 1910, 1920]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FAU,1.0,"[877, 1304, 1877, 1951]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FBXL4,1.0,"[1125, 3225, 3980, 4129]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FBXW11,1.0,"[58, 614, 1752, 2241]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FCGR1A,0.2888798413133338,"[1101, 2036, 3510, 3942]",0.28702872786293476,0.0006999930000699993,0.0007013943874575269,True,True,3.1540377136555113
FECH,1.0,"[141, 3286, 3507, 3597]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FGF1,1.0,"[592, 1451, 1973, 3719]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FGF23,1.0,"[1008, 1313, 2313, 2742]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FGFR1OP,1.0,"[189, 3372, 4081, 4174]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FGFR1OP2,1.0,"[201, 2735, 4035, 4149]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FIGLA,0.9305555555555556,"[833, 1756, 2739, 3139]",0.9303747850576358,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FJX1,0.8462820512820514,"[1623, 2630, 2691, 3210]",0.8458819088321944,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FKBP9,1.0,"[865, 1342, 3115, 3931]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FLII,1.0,"[440, 581, 906, 2353]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FOXD4L1,0.3635821859370447,"[1374, 1641, 2175, 2866]",0.3619255297991268,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FOXD4L5,1.0,"[727, 1214, 3329, 3794]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FOXK1,1.0,"[84, 826, 1911, 2539]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FOXL2,0.8332244008714598,"[621, 1182, 1764, 3047]",0.8327902681148869,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FTH1,0.6568380044822755,"[2766, 2940, 3636, 3965]",0.6559447211492002,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FTL,0.8711111111111112,"[2093, 2274, 2891, 4121]",0.8707756010669719,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FTSJ3,1.0,"[820, 3806, 4030, 4152]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FUNDC2,1.0,"[302, 2577, 2716, 4044]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
FZD9,0.6964745451025939,"[1490, 2609, 2786, 3135]",0.6956844394569647,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GABBR1,0.7680555555555555,"[460, 662, 1493, 2200]",0.7674517820925034,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GABRR3,1.0,"[146, 360, 1368, 2530]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GAK,1.0,"[0, 564, 1608, 3912]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GARS,1.0,"[1135, 2306, 2721, 3860]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GBF1,1.0,"[1092, 1584, 2710, 2914]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GGTLC2,1.0,"[1453, 2160, 3098, 4076]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GINS1,1.0,"[760, 2642, 3572, 3827]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GINS2,1.0,"[838, 2413, 2963, 4004]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GLB1,1.0,"[1360, 1937, 2823, 3246]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GMPPB,1.0,"[1932, 2730, 3166, 3356]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GNG5,0.9583333333333334,"[1231, 3005, 4099, 4146]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GNL2,1.0,"[632, 1728, 2389, 4075]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GNL3,1.0,"[19, 553, 1229, 3024]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GNL3L,1.0,"[2487, 3131, 3785, 4029]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GNPNAT1,0.7633500208594076,"[683, 1600, 3589, 3716]",0.7627339984417154,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GOLGA2,1.0,"[692, 2521, 2797, 3970]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GOLGA6D,0.7995791245791246,"[688, 1726, 2498, 2882]",0.7990574099663403,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GOLGA6L1,1.0,"[361, 1844, 2349, 3603]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GOLGA8K,1.0,"[1369, 1636, 2677, 3181]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GOLT1B,1.0,"[20, 376, 2232, 3555]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GPN1,1.0,"[3392, 3513, 3904, 3974]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GPN2,1.0,"[475, 3141, 3771, 4115]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GPS1,1.0,"[416, 979, 1675, 1899]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GPX4,1.0,"[625, 2117, 2328, 3987]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GPX8,0.9791666666666666,"[8, 1129, 3013, 3432]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GRB2,1.0,"[120, 432, 848, 2152]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GRIA3,1.0,"[759, 975, 1006, 3306]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GRPEL1,1.0,"[315, 791, 1312, 3147]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF2A1,1.0,"[887, 2224, 3184, 3420]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF2A2,1.0,"[115, 333, 1387, 3265]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF2B,1.0,"[910, 2390, 2865, 4205]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF2E2,1.0,"[2005, 2139, 3737, 4117]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF3C1,1.0,"[1478, 1701, 2342, 3920]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF3C4,1.0,"[77, 2803, 3518, 3710]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTF3C6,1.0,"[1454, 2266, 2861, 3917]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
GTPBP4,1.0,"[2409, 3760, 3841, 4147]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
H2AFX,0.6986895914750038,"[1661, 1864, 2585, 4071]",0.6979052518058879,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HAMP,1.0,"[562, 3517, 3973, 4144]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HARS,1.0,"[66, 814, 2687, 3240]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HAUS4,1.0,"[2073, 3524, 3807, 3815]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HAUS5,1.0,"[729, 2695, 2706, 2778]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HAUS6,0.9315476190476191,"[73, 1069, 2008, 3130]",0.9313694309853838,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HBS1L,1.0,"[840, 1074, 3226, 4017]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HDAC3,1.0,"[420, 3072, 3482, 3882]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HDAC4,1.0,"[2078, 2531, 2924, 4084]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HDAC6,1.0,"[763, 1719, 2210, 2712]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HECTD1,1.0,"[487, 895, 1171, 3886]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HGS,1.0,"[1371, 2119, 2169, 3203]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HIC2,0.8233225108225108,"[1592, 1867, 2373, 2670]",0.8228626025037772,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HIST1H2AI,1.0,"[1738, 2583, 2820, 3121]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HIST1H2BK,0.9393939393939393,"[1482, 1784, 2103, 3533]",0.9392361760503003,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HIST2H3D,0.7763752052545156,"[1662, 1676, 1765, 2949]",0.7757930886314113,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HMGB1,0.6513891598455029,"[98, 1200, 2211, 2858]",0.6504816926512714,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HMGB3,0.664023319145655,"[83, 142, 2010, 3262]",0.6631487398704754,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HMGCR,1.0,"[330, 631, 2544, 4135]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HNRNPH1,1.0,"[71, 260, 1094, 3891]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HNRNPH2,1.0,"[829, 1443, 2059, 3600]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HNRNPK,1.0,"[1061, 2069, 2414, 3235]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HOXB2,0.9791666666666666,"[404, 1786, 2156, 2470]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSD17B12,1.0,"[1046, 1340, 2325, 3593]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSF1,1.0,"[320, 751, 1672, 3662]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSPA5,1.0,"[254, 1349, 1783, 3490]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSPA9,1.0,"[287, 2088, 2927, 4137]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSPA14,1.0,"[205, 294, 1225, 2623]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSPB9,1.0,"[1222, 2239, 2686, 2812]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HSPD1,1.0,"[1083, 1426, 2201, 3638]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
HYOU1,1.0,"[191, 664, 738, 3375]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IARS2,1.0,"[952, 2462, 2661, 3364]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IBA57,0.9666666666666667,"[395, 2400, 3569, 3592]",0.9665798968276652,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IDH3A,1.0,"[1539, 3338, 3617, 3885]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IDH3B,1.0,"[731, 1279, 3430, 4143]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IER3IP1,0.9791666666666666,"[1972, 2430, 3788, 4000]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IGBP1,1.0,"[34, 511, 1295, 2212]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ILF3,1.0,"[637, 675, 1892, 3312]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IMP4,1.0,"[1288, 1903, 2859, 3520]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IMPA2,1.0,"[882, 1103, 1736, 1773]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
