mean_average_precision,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,complex_num,-log10(p-value)
0.2763157894736842,0.27559065499419894,0.003109968900310997,0.003109968900310997,True,True,40,2.5072439538962668
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,41,5.000004342923105
0.9158333333333333,0.9154949748743718,9.99990000099999e-06,9.99990000099999e-06,True,True,42,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,43,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,44,5.000004342923105
0.2619047619047619,0.2611651875178929,0.003109968900310997,0.003109968900310997,True,True,45,2.5072439538962668
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,46,5.000004342923105
0.03404558404558405,0.03307769384923693,0.02871971280287197,0.02871971280287197,True,True,47,1.5418199073528418
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,48,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,49,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,50,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,51,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,52,5.000004342923105
0.41666666666666663,0.4160821643286573,0.0020799792002079978,0.0020799792002079978,True,True,53,2.6819410079603427
0.05776794493608653,0.0568238246404313,0.016789832101678982,0.016789832101678982,True,True,54,1.7749536467850557
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,55,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,56,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,57,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,58,5.000004342923105
0.9791666666666666,0.9791039156626506,9.99990000099999e-06,9.99990000099999e-06,True,True,59,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,60,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,61,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,62,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,63,5.000004342923105
0.03418079096045198,0.03321303624197547,0.02871971280287197,0.02871971280287197,True,True,64,1.5418199073528418
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,65,5.000004342923105
0.3382961814152252,0.33696879160863585,0.002229977700222998,0.002229977700222998,True,True,66,2.6516994798749436
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,67,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,68,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,69,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,70,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,71,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,72,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,73,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,74,5.000004342923105
0.525,0.5245240480961924,0.0010399896001039989,0.0010399896001039989,True,True,75,2.982971003624324
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,76,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,77,5.000004342923105
0.75,0.749749498997996,0.0010399896001039989,0.0010399896001039989,True,True,78,2.982971003624324
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,79,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,80,5.000004342923105
0.3371986201599841,0.33586902862570117,0.002229977700222998,0.002229977700222998,True,True,81,2.6516994798749436
0.001001001001001001,0.0,0.998920010799892,0.998920010799892,False,False,82,0.0004692868081026721
0.6,0.5995991983967935,0.0010399896001039989,0.0010399896001039989,True,True,83,2.982971003624324
0.9444444444444443,0.944332998996991,9.99990000099999e-06,9.99990000099999e-06,True,True,84,5.000004342923105
0.638652275637387,0.6364689057016613,9.99990000099999e-06,9.99990000099999e-06,True,True,85,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,86,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,87,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,88,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,89,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,90,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,91,5.000004342923105
0.0903755868544601,0.08946413954669902,0.010999890001099988,0.010999890001099988,True,True,92,1.9586116577648793
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,93,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,94,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,95,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,96,5.000004342923105
0.06020083945237057,0.05831558536902528,0.017179828201717984,0.017179828201717984,True,True,97,1.764981183427881
0.75,0.749749498997996,0.0010399896001039989,0.0010399896001039989,True,True,98,2.982971003624324
